antecedents,consequents,support,confidence,lift
"Area_Selatan, Weekday, Siang",ARREST_NO,0.088,0.8712871287128712,1.0335553128266561
"Area_Selatan, Siang","Weekday, ARREST_NO",0.088,0.8712871287128712,1.0335553128266561
"Area_Selatan, Siang",ARREST_NO,0.088,0.8712871287128712,1.0335553128266561
"BATTERY, Minggu_3",ARREST_NO,0.054,0.8709677419354839,1.0331764435770865
"BATTERY, Minggu_3","ARREST_NO, Weekday",0.054,0.8709677419354839,1.0331764435770865
"Weekday, BATTERY, Minggu_3",ARREST_NO,0.054,0.8709677419354839,1.0331764435770865
"Malam, Area_Utara","Weekday, ARREST_NO",0.072,0.8674698795180722,1.0290271405908331
"Malam, Area_Utara",ARREST_NO,0.072,0.8674698795180722,1.0290271405908331
"Weekday, Malam, Area_Utara",ARREST_NO,0.072,0.8674698795180722,1.0290271405908331
"Weekday, Siang, Minggu_4",ARREST_NO,0.182,0.8666666666666667,1.0280743376828787
"Siang, Minggu_4","Weekday, ARREST_NO",0.182,0.8666666666666667,1.0280743376828787
"Siang, Minggu_4",ARREST_NO,0.182,0.8666666666666667,1.0280743376828787
"Weekday, BATTERY, Siang, Minggu_4",ARREST_NO,0.045,0.8653846153846154,1.0265535176567206
"BATTERY, Siang, Minggu_4",ARREST_NO,0.045,0.8653846153846154,1.0265535176567206
"BATTERY, Siang, Minggu_4","ARREST_NO, Weekday",0.045,0.8653846153846154,1.0265535176567206
"Dini_Hari, Area_Tengah, Minggu_4","Weekday, ARREST_NO",0.032,0.8648648648648649,1.0259369689974673
"Dini_Hari, Weekday, Area_Tengah, Minggu_4",ARREST_NO,0.032,0.8648648648648649,1.0259369689974673
"Dini_Hari, Area_Tengah, Minggu_4",ARREST_NO,0.032,0.8648648648648649,1.0259369689974673
"Dini_Hari, Area_Tengah",ARREST_NO,0.032,0.8648648648648649,1.0259369689974673
"Dini_Hari, Weekday, Area_Tengah",ARREST_NO,0.032,0.8648648648648649,1.0259369689974673
"Dini_Hari, Area_Tengah","Weekday, ARREST_NO",0.032,0.8648648648648649,1.0259369689974673
"Minggu_3, Malam, Area_Utara","ARREST_NO, Weekday",0.031,0.8611111111111112,1.0214841175695268
"Weekday, Minggu_3, Malam, Area_Utara",ARREST_NO,0.031,0.8611111111111112,1.0214841175695268
"Minggu_3, Malam, Area_Utara",ARREST_NO,0.031,0.8611111111111112,1.0214841175695268
"Weekday, Minggu_4",ARREST_NO,0.541,0.8587301587301588,1.0186597375209476
Minggu_4,ARREST_NO,0.541,0.8587301587301588,1.0186597375209476
Minggu_4,"Weekday, ARREST_NO",0.541,0.8587301587301588,1.0186597375209476
"Weekday, THEFT, Minggu_3",ARREST_NO,0.079,0.8586956521739131,1.0186188044767652
"THEFT, Minggu_3",ARREST_NO,0.079,0.8586956521739131,1.0186188044767652
"THEFT, Minggu_3","ARREST_NO, Weekday",0.079,0.8586956521739131,1.0186188044767652
RESIDENCE,ARREST_NO,0.085,0.8585858585858586,1.0184885629725486
RESIDENCE,"ARREST_NO, Weekday",0.085,0.8585858585858586,1.0184885629725486
"RESIDENCE, Weekday",ARREST_NO,0.085,0.8585858585858586,1.0184885629725486
"Area_Selatan, Weekday, Minggu_4",ARREST_NO,0.115,0.8582089552238806,1.0180414652715073
"Area_Selatan, Minggu_4",ARREST_NO,0.115,0.8582089552238806,1.0180414652715073
"Area_Selatan, Minggu_4","Weekday, ARREST_NO",0.115,0.8582089552238806,1.0180414652715073
"Minggu_3, Area_Utara",ARREST_NO,0.06,0.857142857142857,1.0167768174885612
"Minggu_3, Area_Utara","Weekday, ARREST_NO",0.06,0.857142857142857,1.0167768174885612
"Weekday, Minggu_3, Area_Utara",ARREST_NO,0.06,0.857142857142857,1.0167768174885612
"Area_Selatan, STREET, Minggu_4",ARREST_NO,0.035,0.853658536585366,1.0126435783930794
"Area_Selatan, Weekday, STREET, Minggu_4",ARREST_NO,0.035,0.853658536585366,1.0126435783930794
"Area_Selatan, STREET, Minggu_4","ARREST_NO, Weekday",0.035,0.853658536585366,1.0126435783930794
Area_Selatan,"Weekday, ARREST_NO",0.18,0.8490566037735849,1.0071845833613107
"Area_Selatan, Weekday",ARREST_NO,0.18,0.8490566037735849,1.0071845833613107
Area_Selatan,ARREST_NO,0.18,0.8490566037735849,1.0071845833613107
"APARTMENT, BATTERY",ARREST_NO,0.039,0.8478260869565217,1.0057248955593379
"APARTMENT, BATTERY","Weekday, ARREST_NO",0.039,0.8478260869565217,1.0057248955593379
"APARTMENT, Weekday, BATTERY",ARREST_NO,0.039,0.8478260869565217,1.0057248955593379
"Area_Selatan, Siang, Minggu_4","ARREST_NO, Weekday",0.044,0.8461538461538461,1.003741217264349
"Area_Selatan, Siang, Minggu_4",ARREST_NO,0.044,0.8461538461538461,1.003741217264349
"RESIDENCE, Weekday, Malam",ARREST_NO,0.033,0.8461538461538461,1.003741217264349
"RESIDENCE, Malam",ARREST_NO,0.033,0.8461538461538461,1.003741217264349
"Area_Selatan, Weekday, Siang, Minggu_4",ARREST_NO,0.044,0.8461538461538461,1.003741217264349
"RESIDENCE, Malam","ARREST_NO, Weekday",0.033,0.8461538461538461,1.003741217264349
Siang,ARREST_NO,0.346,0.8459657701711492,1.0035181140820275
"Weekday, Siang",ARREST_NO,0.346,0.8459657701711492,1.0035181140820275
Siang,"Weekday, ARREST_NO",0.346,0.8459657701711492,1.0035181140820275
BATTERY,"ARREST_NO, Weekday",0.158,0.8449197860962567,1.0022773263300793
"Weekday, BATTERY",ARREST_NO,0.158,0.8449197860962567,1.0022773263300793
BATTERY,ARREST_NO,0.158,0.8449197860962567,1.0022773263300793
"Area_Lainnya, Siang, Minggu_3",ARREST_NO,0.038,0.8444444444444444,1.0017134572294715
"Area_Lainnya, Weekday, Siang, Minggu_3",ARREST_NO,0.038,0.8444444444444444,1.0017134572294715
"Area_Lainnya, Siang, Minggu_3","ARREST_NO, Weekday",0.038,0.8444444444444444,1.0017134572294715
