id,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location
13813974,JJ227707,2025-04-22 17:18:00,037XX N CENTRAL AVE,0460,BATTERY,SIMPLE,MEDICAL / DENTAL OFFICE,False,False,1633,16,38,15,08B,1138356.0,1924232.0,2025,2025-04-30T15:40:44.000,41.948224115,-87.766836837,"
,  
(41.948224115, -87.766836837)"
13816695,JJ231333,2025-04-22 17:15:00,031XX N LEAVITT ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1931,19,32,5,07,1161137.0,1921014.0,2025,2025-04-30T15:40:44.000,41.938950024,-87.683188051,"
,  
(41.938950024, -87.683188051)"
13813781,JJ227725,2025-04-22 17:15:00,002XX E PERSHING RD,0460,BATTERY,SIMPLE,SCHOOL - PUBLIC GROUNDS,False,False,212,2,3,35,08B,1178475.0,1879183.0,2025,2025-04-30T15:40:44.000,41.823785069,-87.620743592,"
,  
(41.823785069, -87.620743592)"
13813783,JJ227699,2025-04-22 17:14:00,003XX E 35TH ST,0320,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,False,False,212,2,4,35,03,1179136.0,1881852.0,2025,2025-04-30T15:40:44.000,41.831093941,-87.618237137,"
,  
(41.831093941, -87.618237137)"
13813937,JJ227696,2025-04-22 17:11:00,064XX S DR MARTIN LUTHER KING JR DR,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,False,True,312,3,20,69,04B,1180029.0,1862337.0,2025,2025-04-30T15:40:44.000,41.777522654,-87.615558647,"
,  
(41.777522654, -87.615558647)"
13813655,JJ227726,2025-04-22 17:10:00,039XX W WILCOX ST,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET,True,False,1122,11,28,26,14,1150250.0,1899048.0,2025,2025-04-30T15:40:44.000,41.878892807,-87.723774494,"
,  
(41.878892807, -87.723774494)"
13813686,JJ227667,2025-04-22 17:04:00,013XX E 53RD ST,0460,BATTERY,SIMPLE,RESTAURANT,False,False,234,2,4,41,08B,1185793.0,1870389.0,2025,2025-04-30T15:40:44.000,41.79948403,-87.594174276,"
,  
(41.79948403, -87.594174276)"
13813838,JJ227824,2025-04-22 17:00:00,046XX N BROADWAY,0810,THEFT,OVER $500,SIDEWALK,False,False,1914,19,46,3,06,1167990.0,1930845.0,2025,2025-04-30T15:40:44.000,41.965781301,-87.657716788,"
,  
(41.965781301, -87.657716788)"
13815246,JJ229272,2025-04-22 17:00:00,054XX W MELROSE ST,0460,BATTERY,SIMPLE,APARTMENT,False,False,1633,16,30,15,08B,1139444.0,1921073.0,2025,2025-04-30T15:40:44.000,41.939535704,-87.762914793,"
,  
(41.939535704, -87.762914793)"
13814503,JJ228611,2025-04-22 17:00:00,0000X S HALSTED ST,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1232,12,34,28,06,1171057.0,1900082.0,2025,2025-04-30T15:40:44.000,41.881299246,-87.647344977,"
,  
(41.881299246, -87.647344977)"
13813842,JJ227792,2025-04-22 17:00:00,005XX N OGDEN AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,SIDEWALK,False,False,1215,12,1,24,11,1167948.0,1903774.0,2025,2025-04-30T15:40:44.000,41.891497986,-87.658654418,"
,  
(41.891497986, -87.658654418)"
13813794,JJ227777,2025-04-22 17:00:00,030XX S KOMENSKY AVE,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,ALLEY,False,False,1031,10,22,30,04A,1149862.0,1884030.0,2025,2025-04-30T15:40:44.000,41.837689143,-87.725589493,"
,  
(41.837689143, -87.725589493)"
13814372,JJ228480,2025-04-22 16:58:00,047XX N KELSO AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,1722,17,39,14,11,1147142.0,1930997.0,2025,2025-04-30T15:40:44.000,41.966623914,-87.734367189,"
,  
(41.966623914, -87.734367189)"
13814565,JJ228741,2025-04-22 16:50:00,009XX N CICERO AVE,0560,ASSAULT,SIMPLE,CTA BUS,False,False,1111,11,37,25,08A,1144183.0,1906030.0,2025,2025-04-30T15:40:44.000,41.898168316,-87.745876106,"
,  
(41.898168316, -87.745876106)"
13813597,JJ227648,2025-04-22 16:49:00,044XX N BROADWAY,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,1913,19,46,3,06,1168469.0,1929861.0,2025,2025-04-30T15:40:44.000,41.963070794,-87.655984213,"
,  
(41.963070794, -87.655984213)"
13813728,JJ227671,2025-04-22 16:48:00,066XX S DORCHESTER AVE,0460,BATTERY,SIMPLE,STREET,False,False,321,3,5,42,08B,1186678.0,1861436.0,2025,2025-04-30T15:40:44.000,41.774895356,-87.591212196,"
,  
(41.774895356, -87.591212196)"
13813904,JJ227762,2025-04-22 16:46:00,071XX S UNIVERSITY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,324,3,5,69,08B,1185116.0,1857942.0,2025,2025-04-30T15:40:44.000,41.765344346,-87.597047835,"
,  
(41.765344346, -87.597047835)"
13813637,JJ227659,2025-04-22 16:45:00,065XX S LAFLIN ST,0810,THEFT,OVER $500,APARTMENT,False,True,725,7,16,67,06,1167461.0,1861371.0,2025,2025-04-30T15:40:44.000,41.775150452,-87.661660575,"
,  
(41.775150452, -87.661660575)"
13813887,JJ227761,2025-04-22 16:45:00,046XX N BROADWAY,0340,ROBBERY,ATTEMPT STRONG ARM - NO WEAPON,CTA TRAIN,False,False,1913,19,46,3,03,1167942.0,1930944.0,2025,2025-04-30T15:40:44.000,41.966053999,-87.657890403,"
,  
(41.966053999, -87.657890403)"
13813572,JJ227650,2025-04-22 16:44:00,068XX S PAXTON AVE,0560,ASSAULT,SIMPLE,STREET,False,False,331,3,5,43,08A,1192063.0,1859812.0,2025,2025-04-30T15:40:44.000,41.770309767,-87.571524646,"
,  
(41.770309767, -87.571524646)"
13813837,JJ227787,2025-04-22 16:40:00,026XX N CLARK ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1935,19,43,7,06,1171818.0,1918166.0,2025,2025-04-30T15:40:44.000,41.930906002,-87.644017035,"
,  
(41.930906002, -87.644017035)"
13813631,JJ227660,2025-04-22 16:40:00,011XX S DELANO CT E,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,123,1,34,32,06,1175165.0,1895362.0,2025,2025-04-30T15:40:44.000,41.868256175,-87.632402287,"
,  
(41.868256175, -87.632402287)"
13813706,JJ227678,2025-04-22 16:40:00,006XX N STATE ST,0560,ASSAULT,SIMPLE,SMALL RETAIL STORE,False,False,1834,18,42,8,08A,1176259.0,1904353.0,2025,2025-04-30T15:40:44.000,41.892903412,-87.628114805,"
,  
(41.892903412, -87.628114805)"
13814768,JJ229047,2025-04-22 16:37:00,010XX N CENTRAL AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,True,1511,15,29,25,26,1138818.0,1906559.0,2025,2025-04-30T15:40:44.000,41.899719073,-87.765568724,"
,  
(41.899719073, -87.765568724)"
13813645,JJ227629,2025-04-22 16:33:00,044XX S MARSHFIELD AVE,0460,BATTERY,SIMPLE,PARK PROPERTY,False,False,924,9,15,61,08B,1166081.0,1875267.0,2025,2025-04-30T15:40:44.000,41.813312219,-87.666324236,"
,  
(41.813312219, -87.666324236)"
13814981,JJ229158,2025-04-22 16:30:00,017XX W 17TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1234,12,25,31,08B,1164918.0,1891780.0,2025,2025-04-30T15:40:44.000,41.858650282,-87.670122516,"
,  
(41.858650282, -87.670122516)"
13814194,JJ228166,2025-04-22 16:30:00,025XX S DRAKE AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,False,False,1024,10,22,30,26,1153107.0,1886978.0,2025,2025-04-30T15:40:44.000,41.845715197,-87.713603976,"
,  
(41.845715197, -87.713603976)"
13814758,JJ229094,2025-04-22 16:30:00,018XX W FARWELL AVE,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,RESIDENCE - YARD (FRONT / BACK),False,False,2424,24,49,1,26,1162801.0,1945648.0,2025,2025-04-30T15:40:44.000,42.006511933,-87.676378151,"
,  
(42.006511933, -87.676378151)"
13814213,JJ228240,2025-04-22 16:30:00,020XX W BYRON ST,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False,1921,19,47,5,07,1162190.0,1925897.0,2025,2025-04-30T15:40:44.000,41.952327266,-87.679181047,"
,  
(41.952327266, -87.679181047)"
13813666,JJ227703,2025-04-22 16:30:00,032XX W 62ND PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,823,8,14,66,08B,1155862.0,1863007.0,2025,2025-04-30T15:40:44.000,41.779880606,-87.704137417,"
,  
(41.779880606, -87.704137417)"
13813778,JJ227902,2025-04-22 16:30:00,004XX S MICHIGAN AVE,0820,THEFT,$500 AND UNDER,COLLEGE / UNIVERSITY - GROUNDS,False,False,113,1,4,32,06,1177353.0,1898380.0,2025,2025-04-30T15:40:44.000,41.876488439,-87.624278264,"
,  
(41.876488439, -87.624278264)"
13813768,JJ227633,2025-04-22 16:29:00,052XX N WINTHROP AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,False,True,2023,20,48,77,08B,1167925.0,1934972.0,2025,2025-04-30T15:40:44.000,41.977107323,-87.657836134,"
,  
(41.977107323, -87.657836134)"
13813673,JJ227664,2025-04-22 16:28:00,048XX W CORTLAND ST,0560,ASSAULT,SIMPLE,STREET,False,False,2533,25,36,19,08A,1143929.0,1912197.0,2025,2025-04-30T15:40:44.000,41.915096005,-87.746654118,"
,  
(41.915096005, -87.746654118)"
13813574,JJ227643,2025-04-22 16:26:00,073XX S MARYLAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,323,3,6,69,14,1183171.0,1856529.0,2025,2025-04-30T15:40:44.000,41.7615124,-87.604220681,"
,  
(41.7615124, -87.604220681)"
13813594,JJ227639,2025-04-22 16:24:00,075XX S YALE AVE,0460,BATTERY,SIMPLE,APARTMENT,True,False,623,6,6,69,08B,1175813.0,1854978.0,2025,2025-04-30T15:40:44.000,41.757424249,-87.631234642,"
,  
(41.757424249, -87.631234642)"
13813625,JJ227688,2025-04-22 16:21:00,026XX S CALIFORNIA BLVD,0460,BATTERY,SIMPLE,STREET,True,False,1034,10,24,30,08B,1158276.0,1886480.0,2025,2025-04-30T15:40:44.000,41.844244706,-87.694647718,"
,  
(41.844244706, -87.694647718)"
13813643,JJ227641,2025-04-22 16:21:00,032XX N CENTRAL AVE,2022,NARCOTICS,POSSESS - COCAINE,STREET,True,False,1633,16,30,15,18,1138457.0,1921132.0,2025,2025-04-30T15:40:44.000,41.939715571,-87.766540924,"
,  
(41.939715571, -87.766540924)"
13813929,JJ227625,2025-04-22 16:20:00,063XX S CICERO AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,813,8,13,64,06,1145467.0,1862130.0,2025,2025-04-30T15:40:44.000,41.77767637,-87.742269586,"
,  
(41.77767637, -87.742269586)"
13813878,JJ227702,2025-04-22 16:13:00,021XX S PRAIRIE AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,HOTEL / MOTEL,False,False,132,1,3,33,11,1178400.0,1890131.0,2025,2025-04-30T15:40:44.000,41.853828887,-87.620685495,"
,  
(41.853828887, -87.620685495)"
13814638,JJ228894,2025-04-22 16:07:00,043XX N HAZEL ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,SIDEWALK,True,True,1915,19,46,3,26,1169475.0,1929133.0,2025,2025-04-30T15:40:44.000,41.961051257,-87.652306807,"
,  
(41.961051257, -87.652306807)"
13813554,JJ227658,2025-04-22 16:07:00,035XX N CLARK ST,0820,THEFT,$500 AND UNDER,OTHER (SPECIFY),False,False,1924,19,44,6,06,1168601.0,1923699.0,2025,2025-04-30T15:40:44.000,41.946159169,-87.655678044,"
,  
(41.946159169, -87.655678044)"
13813629,JJ227601,2025-04-22 16:02:00,039XX W CONGRESS PKWY,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,GAS STATION,True,False,1132,11,28,26,15,1150183.0,1897401.0,2025,2025-04-30T15:40:44.000,41.87437456,-87.724063437,"
,  
(41.87437456, -87.724063437)"
13813726,JJ227687,2025-04-22 16:01:00,002XX S RIVERSIDE PLZ,1330,CRIMINAL TRESPASS,TO LAND,COMMERCIAL / BUSINESS OFFICE,False,False,121,1,42,28,26,1173472.0,1899214.0,2025,2025-04-30T15:40:44.000,41.878864086,-87.638503099,"
,  
(41.878864086, -87.638503099)"
13813866,JJ227672,2025-04-22 16:00:00,011XX S CANAL ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,124,1,28,28,06,1173303.0,1895451.0,2025,2025-04-30T15:40:44.000,41.868541914,-87.639235361,"
,  
(41.868541914, -87.639235361)"
13814391,JJ228539,2025-04-22 16:00:00,004XX S WABASH AVE,0820,THEFT,$500 AND UNDER,SCHOOL - PUBLIC GROUNDS,False,False,113,1,34,32,06,1176872.0,1898350.0,2025,2025-04-30T15:40:44.000,41.876417008,-87.626045226,"
,  
(41.876417008, -87.626045226)"
13819475,JJ234713,2025-04-22 16:00:00,073XX S ST LAWRENCE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,323,3,6,69,14,1181508.0,1856390.0,2025,2025-04-30T15:40:44.000,41.761169488,-87.610319949,"
,  
(41.761169488, -87.610319949)"
13813577,JJ227618,2025-04-22 16:00:00,010XX N CALIFORNIA AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,VEHICLE NON-COMMERCIAL,False,False,1211,12,36,24,04B,1157530.0,1907052.0,2025,2025-04-30T15:40:44.000,41.900711522,-87.696825586,"
,  
(41.900711522, -87.696825586)"
13814406,JJ228546,2025-04-22 16:00:00,004XX S WABASH AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SCHOOL - PUBLIC GROUNDS,False,False,113,1,34,32,11,1176872.0,1898350.0,2025,2025-04-30T15:40:44.000,41.876417008,-87.626045226,"
,  
(41.876417008, -87.626045226)"
13813731,JJ227864,2025-04-22 16:00:00,023XX N SPAULDING AVE,0820,THEFT,$500 AND UNDER,ALLEY,False,False,1413,14,35,22,06,1153762.0,1915361.0,2025,2025-04-30T15:40:44.000,41.92358803,-87.710444103,"
,  
(41.92358803, -87.710444103)"
13813756,JJ227632,2025-04-22 15:58:00,081XX S STONY ISLAND AVE,0460,BATTERY,SIMPLE,LIBRARY,False,False,411,4,8,45,08B,1188223.0,1851262.0,2025,2025-04-30T15:40:44.000,41.746940271,-87.585872607,"
,  
(41.746940271, -87.585872607)"
13813996,JJ227615,2025-04-22 15:55:00,075XX S HARVARD AVE,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",SCHOOL - PUBLIC BUILDING,False,False,623,6,6,69,08B,1175373.0,1854974.0,2025,2025-04-30T15:40:44.000,41.757423116,-87.632847291,"
,  
(41.757423116, -87.632847291)"
13813713,JJ227636,2025-04-22 15:55:00,001XX N WELLS ST,0460,BATTERY,SIMPLE,CTA STATION,False,False,122,1,42,32,08B,1174700.0,1901636.0,2025,2025-04-30T15:40:44.000,41.88548283,-87.633921684,"
,  
(41.88548283, -87.633921684)"
13813667,JJ227592,2025-04-22 15:55:00,036XX W BELMONT AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,2523,25,35,21,04A,1151747.0,1921040.0,2025,2025-04-30T15:40:44.000,41.939211601,-87.717698178,"
,  
(41.939211601, -87.717698178)"
13813738,JJ227788,2025-04-22 15:50:00,024XX W RICE ST,0460,BATTERY,SIMPLE,SCHOOL - PUBLIC BUILDING,False,False,1212,12,36,24,08B,1159914.0,1905585.0,2025,2025-04-30T15:40:44.000,41.896637081,-87.68810952,"
,  
(41.896637081, -87.68810952)"
13814491,JJ228591,2025-04-22 15:49:00,024XX W RICE ST,0560,ASSAULT,SIMPLE,SCHOOL - PUBLIC GROUNDS,False,False,1212,12,36,24,08A,1159914.0,1905585.0,2025,2025-04-30T15:40:44.000,41.896637081,-87.68810952,"
,  
(41.896637081, -87.68810952)"
13814975,JJ229056,2025-04-22 15:47:00,005XX W WEBSTER AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,1812,18,43,7,06,1172220.0,1914889.0,2025,2025-04-30T15:40:44.000,41.921904892,-87.642636783,"
,  
(41.921904892, -87.642636783)"
13813935,JJ227561,2025-04-22 15:47:00,036XX W 64TH PL,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,False,True,823,8,23,65,26,1153257.0,1861596.0,2025,2025-04-30T15:40:44.000,41.776060513,-87.713725084,"
,  
(41.776060513, -87.713725084)"
13813552,JJ227562,2025-04-22 15:46:00,009XX W 50TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,933,9,20,61,08B,1170903.0,1871346.0,2025,2025-04-30T15:40:44.000,41.80244852,-87.648751499,"
,  
(41.80244852, -87.648751499)"
13813956,JJ227587,2025-04-22 15:46:00,075XX S STONY ISLAND AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,True,False,411,4,8,43,04A,1188116.0,1855487.0,2025,2025-04-30T15:40:44.000,41.758536614,-87.586130225,"
,  
(41.758536614, -87.586130225)"
13814574,JJ228615,2025-04-22 15:45:00,049XX N SAWYER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1713,17,33,14,14,1153820.0,1932630.0,2025,2025-04-30T15:40:44.000,41.970974234,-87.709769357,"
,  
(41.970974234, -87.709769357)"
13813601,JJ227557,2025-04-22 15:45:00,032XX W DIVERSEY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1412,14,35,22,08B,1154389.0,1918441.0,2025,2025-04-30T15:40:44.000,41.932027273,-87.70805773,"
,  
(41.932027273, -87.70805773)"
13813798,JJ227691,2025-04-22 15:40:00,0000X E 87TH ST,0460,BATTERY,SIMPLE,STREET,False,False,632,6,6,44,08B,1178069.0,1847315.0,2025,2025-04-30T15:40:44.000,41.736345248,-87.623198545,"
,  
(41.736345248, -87.623198545)"
13814262,JJ228318,2025-04-22 15:40:00,052XX W FULLERTON AVE,0460,BATTERY,SIMPLE,SIDEWALK,False,False,2515,25,31,19,08B,1140856.0,1915452.0,2025,2025-04-30T15:40:44.000,41.924085205,-87.757863874,"
,  
(41.924085205, -87.757863874)"
13813737,JJ227808,2025-04-22 15:40:00,024XX W RICE ST,0460,BATTERY,SIMPLE,SCHOOL - PUBLIC BUILDING,False,False,1212,12,36,24,08B,1159914.0,1905585.0,2025,2025-04-30T15:40:44.000,41.896637081,-87.68810952,"
,  
(41.896637081, -87.68810952)"
13813639,JJ227519,2025-04-22 15:37:00,069XX S WOOD ST,0560,ASSAULT,SIMPLE,STREET,False,False,735,7,17,67,08A,1165545.0,1858711.0,2025,2025-04-30T15:40:44.000,41.767891908,-87.668759744,"
,  
(41.767891908, -87.668759744)"
13813590,JJ227533,2025-04-22 15:35:00,030XX W 26TH ST,0860,THEFT,RETAIL THEFT,DRUG STORE,True,False,1033,10,25,30,06,1156324.0,1886588.0,2025,2025-04-30T15:40:44.000,41.844580682,-87.701808336,"
,  
(41.844580682, -87.701808336)"
13813589,JJ227565,2025-04-22 15:31:00,022XX W MONROE ST,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,VEHICLE NON-COMMERCIAL,True,False,1223,12,27,28,18,1161561.0,1899505.0,2025,2025-04-30T15:40:44.000,41.8799189,-87.682229812,"
,  
(41.8799189, -87.682229812)"
13813734,JJ227680,2025-04-22 15:30:00,014XX N KEDVALE AVE,0460,BATTERY,SIMPLE,PARK PROPERTY,False,False,2534,25,36,23,08B,1148458.0,1909151.0,2025,2025-04-30T15:40:44.000,41.90665126,-87.730093628,"
,  
(41.90665126, -87.730093628)"
13813912,JJ227600,2025-04-22 15:30:00,042XX W HENDERSON ST,0484,BATTERY,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",SCHOOL - PRIVATE GROUNDS,False,False,1731,17,30,16,08B,1147648.0,1921937.0,2025,2025-04-30T15:40:44.000,41.941752835,-87.732740144,"
,  
(41.941752835, -87.732740144)"
13815675,JJ230061,2025-04-22 15:30:00,025XX S WASHTENAW AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,1034,10,24,30,08B,1158768.0,1887058.0,2025,2025-04-30T15:40:44.000,41.845820748,-87.692826338,"
,  
(41.845820748, -87.692826338)"
13815447,JJ229696,2025-04-22 15:30:00,016XX W 66TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,725,7,15,67,08B,1166585.0,1860946.0,2025,2025-04-30T15:40:44.000,41.774002927,-87.664883991,"
,  
(41.774002927, -87.664883991)"
13818843,JJ233888,2025-04-22 15:29:00,022XX W WINNEMAC AVE,0810,THEFT,OVER $500,APARTMENT,False,False,2031,20,40,4,06,1160570.0,1933459.0,2025,2025-04-30T15:40:44.000,41.97311155,-87.684925849,"
,  
(41.97311155, -87.684925849)"
13813914,JJ227514,2025-04-22 15:27:00,040XX W BELLE PLAINE AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,True,1722,17,39,16,06,1148839.0,1926945.0,2025,2025-04-30T15:40:44.000,41.955472204,-87.728232736,"
,  
(41.955472204, -87.728232736)"
13813871,JJ227668,2025-04-22 15:24:00,027XX N CLYBOURN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1931,19,32,7,06,1162872.0,1918208.0,2025,2025-04-30T15:40:44.000,41.93121391,-87.676890454,"
,  
(41.93121391, -87.676890454)"
13813732,JJ227498,2025-04-22 15:24:00,007XX N LA SALLE DR,0460,BATTERY,SIMPLE,STREET,False,False,1832,18,42,8,08B,1175007.0,1905244.0,2025,2025-04-30T15:40:44.000,41.89537651,-87.632686147,"
,  
(41.89537651, -87.632686147)"
13813529,JJ227531,2025-04-22 15:20:00,059XX N GLENWOOD AVE,0460,BATTERY,SIMPLE,SIDEWALK,False,False,2013,20,48,77,08B,1165910.0,1939379.0,2025,2025-04-30T15:40:44.000,41.989243623,-87.665119726,"
,  
(41.989243623, -87.665119726)"
13813580,JJ227520,2025-04-22 15:18:00,011XX W THORNDALE AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,CTA PLATFORM,True,False,2022,20,48,77,14,1167594.0,1939683.0,2025,2025-04-30T15:40:44.000,41.990041584,-87.65891695,"
,  
(41.990041584, -87.65891695)"
13813932,JJ227581,2025-04-22 15:15:00,058XX S WESTERN AVE,0460,BATTERY,SIMPLE,OTHER (SPECIFY),False,False,824,8,16,63,08B,1161370.0,1865903.0,2025,2025-04-30T15:40:44.000,41.787715253,-87.683863996,"
,  
(41.787715253, -87.683863996)"
13813947,JJ227840,2025-04-22 15:15:00,031XX W MONROE ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,1124,11,28,27,04A,1155455.0,1899367.0,2025,2025-04-30T15:40:44.000,41.879665142,-87.704654033,"
,  
(41.879665142, -87.704654033)"
13814077,JJ228003,2025-04-22 15:10:00,015XX N CLYBOURN AVE,0460,BATTERY,SIMPLE,OTHER (SPECIFY),False,False,1822,18,2,8,08B,1170470.0,1910783.0,2025,2025-04-30T15:40:44.000,41.910676312,-87.649187069,"
,  
(41.910676312, -87.649187069)"
13813579,JJ227503,2025-04-22 15:10:00,027XX E 75TH ST,0420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE - PORCH / HALLWAY,False,True,334,3,7,43,04B,1195809.0,1856168.0,2025,2025-04-30T15:40:44.000,41.760218508,-87.557914035,"
,  
(41.760218508, -87.557914035)"
13813622,JJ227675,2025-04-22 15:10:00,0000X W WASHINGTON ST,0870,THEFT,POCKET-PICKING,RESTAURANT,False,False,112,1,34,32,06,1176170.0,1900823.0,2025,2025-04-30T15:40:44.000,41.883218909,-87.628548144,"
,  
(41.883218909, -87.628548144)"
13813901,JJ227485,2025-04-22 15:05:00,041XX W WABANSIA AVE,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",ALLEY,False,True,2534,25,26,23,04B,1148680.0,1910981.0,2025,2025-04-30T15:40:44.000,41.911668675,-87.729230781,"
,  
(41.911668675, -87.729230781)"
13813751,JJ227749,2025-04-22 15:05:00,027XX W FOSTER AVE,0460,BATTERY,SIMPLE,STREET,False,False,2031,20,40,4,08B,1157254.0,1934426.0,2025,2025-04-30T15:40:44.000,41.97583327,-87.697093121,"
,  
(41.97583327, -87.697093121)"
13813730,JJ227496,2025-04-22 15:01:00,0000X W 40TH PL,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,213,2,3,38,05,1176562.0,1877937.0,2025,2025-04-30T15:40:44.000,41.820409263,-87.627799195,"
,  
(41.820409263, -87.627799195)"
13813505,JJ227537,2025-04-22 15:00:00,0000X W 79TH ST,0870,THEFT,POCKET-PICKING,CTA PLATFORM,False,False,623,6,6,44,06,1177483.0,1852629.0,2025,2025-04-30T15:40:44.000,41.750940757,-87.625185222,"
,  
(41.750940757, -87.625185222)"
13814609,JJ228859,2025-04-22 15:00:00,111XX S BISHOP ST,0460,BATTERY,SIMPLE,SIDEWALK,False,False,2234,22,21,75,08B,1168539.0,1830976.0,2025,2025-04-30T15:40:44.000,41.691718986,-87.658582293,"
,  
(41.691718986, -87.658582293)"
13815771,JJ230284,2025-04-22 15:00:00,052XX S BLACKSTONE AVE,0890,THEFT,FROM BUILDING,APARTMENT,False,False,234,2,4,41,06,1186800.0,1870814.0,2025,2025-04-30T15:40:44.000,41.80062644,-87.590467932,"
,  
(41.80062644, -87.590467932)"
13813638,JJ227528,2025-04-22 15:00:00,092XX S JEFFERY AVE,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,SCHOOL - PUBLIC BUILDING,False,True,413,4,7,48,20,1191125.0,1844068.0,2025,2025-04-30T15:40:44.000,41.727129592,-87.575471223,"
,  
(41.727129592, -87.575471223)"
13816689,JJ231148,2025-04-22 15:00:00,055XX N CHESTER AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,1614,16,41,76,06,1118645.0,1935647.0,2025,2025-04-30T15:40:44.000,41.979882918,-87.839049988,"
,  
(41.979882918, -87.839049988)"
13813892,JJ227607,2025-04-22 15:00:00,057XX S LAKE SHORE DR,0710,THEFT,THEFT FROM MOTOR VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,331,3,5,41,06,1189729.0,1867390.0,2025,2025-04-30T15:40:44.000,41.791160785,-87.579836586,"
,  
(41.791160785, -87.579836586)"
13813941,JJ227588,2025-04-22 15:00:00,002XX W 91ST ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,634,6,9,49,08B,1176378.0,1844609.0,2025,2025-04-30T15:40:44.000,41.728957757,-87.629474832,"
,  
(41.728957757, -87.629474832)"
13813708,JJ227669,2025-04-22 15:00:00,111XX S BISHOP ST,0460,BATTERY,SIMPLE,STREET,False,False,2234,22,21,75,08B,1168543.0,1830845.0,2025,2025-04-30T15:40:44.000,41.691359415,-87.658571406,"
,  
(41.691359415, -87.658571406)"
